"","site","day","month","year","date","precip","air_min","air_mean","air_max"
"37115",45,5,7,2011,2011-07-05,"11.6","12.1","14.6","17.1"
"37116",45,6,7,2011,2011-07-06,"21.3","9.2","12.6","15.9"
"37117",45,7,7,2011,2011-07-07,"7.9","10","12.8","15.7"
"37118",45,8,7,2011,2011-07-08,"7.9","11.8","13.9","15.9"
"37119",45,9,7,2011,2011-07-09,"2.3","11.5","15.5","19.5"
"37120",45,10,7,2011,2011-07-10,"1.7","13.1","15.5","18"
"37121",45,11,7,2011,2011-07-11,"0","12.1","14.9","17.8"
"37122",45,12,7,2011,2011-07-12,"0","11.2","14.7","18.3"
"37123",45,13,7,2011,2011-07-13,"0","9.8","13.8","17.7"
"37124",45,14,7,2011,2011-07-14,"0","9.5","14.6","19.6"
"37125",45,15,7,2011,2011-07-15,"2.6","13","15.1","17.1"
"37126",45,16,7,2011,2011-07-16,"2","12.6","15.4","18.2"
"37127",45,17,7,2011,2011-07-17,"0.4","12.4","14.4","16.4"
"37128",45,18,7,2011,2011-07-18,"0.2","12.2","14.4","16.5"
"37129",45,19,7,2011,2011-07-19,"0","12.7","14.9","17"
"37130",45,20,7,2011,2011-07-20,"1.1","11.1","13.7","16.2"
"37131",45,21,7,2011,2011-07-21,"0","11.4","13.1","14.7"
"37132",45,22,7,2011,2011-07-22,"0","8.8","12.9","16.9"
"37133",45,23,7,2011,2011-07-23,"0","10.2","14.4","18.6"
"37134",45,24,7,2011,2011-07-24,"0","14.8","17.7","20.6"
"37135",45,25,7,2011,2011-07-25,"2.7","14.6","17.2","19.8"
"37136",45,26,7,2011,2011-07-26,"0.3","11.7","15.7","19.7"
"37137",45,27,7,2011,2011-07-27,"0.3","11.1","16.6","22.1"
"37138",45,28,7,2011,2011-07-28,"2.2","14","15.3","16.5"
"37139",45,29,7,2011,2011-07-29,"0","12.2","15.3","18.4"
"37140",45,30,7,2011,2011-07-30,"0","13.8","15.7","17.6"
"37141",45,31,7,2011,2011-07-31,"3.5","13.4","15.6","17.8"
"37142",45,1,8,2011,2011-08-01,"0","14.1","16.8","19.5"
"37143",45,2,8,2011,2011-08-02,"0","12.4","15.4","18.3"
"37144",45,3,8,2011,2011-08-03,"1.5","10.9","14.6","18.4"
"37145",45,4,8,2011,2011-08-04,"0.6","13.5","17.6","21.7"
"37146",45,5,8,2011,2011-08-05,"0","9.3","13.6","17.8"
"37147",45,6,8,2011,2011-08-06,"1","9.9","13.3","16.6"
"37148",45,7,8,2011,2011-08-07,"0.7","8.7","13","17.3"
"37149",45,8,8,2011,2011-08-08,"0","10.3","15.5","20.7"
"37150",45,9,8,2011,2011-08-09,"0","8.1","13.3","18.4"
"37151",45,10,8,2011,2011-08-10,"4.5","13.4","15.5","17.5"
"37152",45,11,8,2011,2011-08-11,"3","14.8","17.3","19.8"
"37153",45,12,8,2011,2011-08-12,"1.3","14","15.5","17"
"37154",45,13,8,2011,2011-08-13,"0","13.4","15.5","17.6"
"37155",45,14,8,2011,2011-08-14,"0.2","10.7","14.7","18.6"
"37156",45,15,8,2011,2011-08-15,"5.2","9.4","13.2","17"
"37157",45,16,8,2011,2011-08-16,"0.6","12.9","16.2","19.4"
"37158",45,17,8,2011,2011-08-17,"0","10.1","13.5","16.9"
"37159",45,18,8,2011,2011-08-18,"0","8.9","13","17.1"
"37160",45,19,8,2011,2011-08-19,"1.3","9.5","12.9","16.3"
"37161",45,20,8,2011,2011-08-20,"9.3","9.5","12.8","16.1"
"37162",45,21,8,2011,2011-08-21,"0.3","11.8","14.9","18"
"37163",45,22,8,2011,2011-08-22,"0","10.5","14.2","17.9"
"37164",45,23,8,2011,2011-08-23,"0","10.3","14","17.8"
"37165",45,24,8,2011,2011-08-24,"2.2","9.2","12.8","16.4"
"37166",45,25,8,2011,2011-08-25,"0.6","9.4","13.6","17.8"
"37167",45,26,8,2011,2011-08-26,"0.1","9.7","14","18.4"
"37168",45,27,8,2011,2011-08-27,"0.4","8.6","13.2","17.8"
"37169",45,28,8,2011,2011-08-28,"0","9.8","13.9","18"
"37170",45,29,8,2011,2011-08-29,"0","6.6","11.6","16.6"
"37171",45,30,8,2011,2011-08-30,"0","8.5","11.8","15.1"
"37172",45,31,8,2011,2011-08-31,"0","8.9","12.6","16.3"
"37173",45,1,9,2011,2011-09-01,"0","10.5","14.8","19.1"
"37174",45,2,9,2011,2011-09-02,"0.1","14.8","16.3","17.9"
"37175",45,3,9,2011,2011-09-03,"7.2","10.9","13.4","15.9"
"37176",45,4,9,2011,2011-09-04,"6","7.2","11.6","15.9"
"37177",45,5,9,2011,2011-09-05,"2.3","9.6","12.6","15.6"
"37178",45,6,9,2011,2011-09-06,"4.1","12.3","13.9","15.4"
"37179",45,7,9,2011,2011-09-07,"0.3","11.4","13.2","15"
"37180",45,8,9,2011,2011-09-08,"0","12.9","15.7","18.4"
"37181",45,9,9,2011,2011-09-09,"1.2","14.4","15.6","16.7"
"37182",45,10,9,2011,2011-09-10,"6.6","13.7","15.6","17.5"
"37183",45,11,9,2011,2011-09-11,"9","12.1","14.2","16.3"
"37184",45,12,9,2011,2011-09-12,"0.6","12.2","15.3","18.5"
"37185",45,13,9,2011,2011-09-13,"0","9.4","12.8","16.1"
"37186",45,14,9,2011,2011-09-14,"0","6.9","11","15.1"
"37187",45,15,9,2011,2011-09-15,"0","7.6","11.8","15.9"
"37188",45,16,9,2011,2011-09-16,"4.9","12.5","14.2","15.8"
"37189",45,17,9,2011,2011-09-17,"0.7","9.3","12.1","14.9"
"37190",45,18,9,2011,2011-09-18,"0.4","11.2","14.1","17.1"
"37191",45,19,9,2011,2011-09-19,"2.3","10.6","13.6","16.5"
"37192",45,20,9,2011,2011-09-20,"1.7","9.2","12.3","15.3"
"37193",45,21,9,2011,2011-09-21,"0.9","9","12.2","15.3"
"37194",45,22,9,2011,2011-09-22,"0.1","9.5","13.2","16.8"
"37195",45,23,9,2011,2011-09-23,"0.2","12.8","14.3","15.8"
"37196",45,24,9,2011,2011-09-24,"4.6","12","14.1","16.1"
"37197",45,25,9,2011,2011-09-25,"1.8","12.6","14.2","15.8"
"37198",45,26,9,2011,2011-09-26,"0","8.4","12.7","17"
"37199",45,27,9,2011,2011-09-27,"1","13","14.4","15.9"
"37200",45,28,9,2011,2011-09-28,"0.1","14.5","16.9","19.4"
"37201",45,29,9,2011,2011-09-29,"1.3","15","16.1","17.2"
"37202",45,30,9,2011,2011-09-30,"4.4","14.2","15","15.8"
"37203",45,1,10,2011,2011-10-01,"20.4","14.8","15.4","16"
"37204",45,2,10,2011,2011-10-02,"1.8","14.2","15.1","16"
"37205",45,3,10,2011,2011-10-03,"0.1","8.9","12.5","16.1"
"37206",45,4,10,2011,2011-10-04,"0.2","6.8","10.7","14.6"
"37207",45,5,10,2011,2011-10-05,"1","9.2","12.5","15.8"
"37208",45,6,10,2011,2011-10-06,"0.2","6.8","9.9","13"
"37209",45,7,10,2011,2011-10-07,"0","9","11.8","14.6"
"37210",45,8,10,2011,2011-10-08,"0","8.5","13.1","17.6"
"37211",45,9,10,2011,2011-10-09,"0","13.2","15","16.9"
"37212",45,10,10,2011,2011-10-10,"0","13.6","15.1","16.6"
"37213",45,11,10,2011,2011-10-11,"0.8","12.9","15.2","17.6"
"37214",45,12,10,2011,2011-10-12,"0","12.9","15.9","18.9"
"37215",45,13,10,2011,2011-10-13,"0.3","11.9","13.7","15.4"
"37216",45,14,10,2011,2011-10-14,"0.5","12.4","13.7","15"
"37217",45,15,10,2011,2011-10-15,"4.3","11.8","13","14.2"
"37218",45,16,10,2011,2011-10-16,"0.5","8.1","11.2","14.3"
"37219",45,17,10,2011,2011-10-17,"4.2","5.5","9.7","13.8"
"37220",45,18,10,2011,2011-10-18,"0","5","8.3","11.7"
"37221",45,19,10,2011,2011-10-19,"0","3.8","7.3","10.7"
"37222",45,20,10,2011,2011-10-20,"0.5","4.3","8.1","11.9"
"37223",45,21,10,2011,2011-10-21,"0.6","10.9","12.3","13.7"
"37224",45,22,10,2011,2011-10-22,"7.3","9.7","11.3","12.9"
"37225",45,23,10,2011,2011-10-23,"17.9","9.3","12.1","14.9"
"37226",45,24,10,2011,2011-10-24,"22.4","6.3","10.7","15"
"37227",45,25,10,2011,2011-10-25,"18.9","6.3","9.6","12.9"
"37228",45,26,10,2011,2011-10-26,"3.5","4.7","8.5","12.3"
"37229",45,27,10,2011,2011-10-27,"0","5.2","8.9","12.6"
"37230",45,28,10,2011,2011-10-28,"0.1","4","8.8","13.6"
"37231",45,29,10,2011,2011-10-29,"9.4","11.4","12.7","14"
"37232",45,30,10,2011,2011-10-30,"5.1","11.4","12.7","14"
"37233",45,31,10,2011,2011-10-31,"6.9","10.5","12.4","14.3"
"37234",45,1,11,2011,2011-11-01,"0.2","7.3","10.1","13"
"37235",45,2,11,2011,2011-11-02,"2.1","12.9","13.6","14.2"
"37236",45,3,11,2011,2011-11-03,"4.4","11.8","13.1","14.5"
"37237",45,4,11,2011,2011-11-04,"2.6","6.5","9.6","12.8"
"37238",45,5,11,2011,2011-11-05,"0.2","5.1","7.9","10.8"
"37239",45,6,11,2011,2011-11-06,"0.1","3","7.2","11.5"
"37240",45,7,11,2011,2011-11-07,"0.1","3.1","6.8","10.6"
"37241",45,8,11,2011,2011-11-08,"1.7","10","11","12.1"
"37242",45,9,11,2011,2011-11-09,"9.4","10.5","12.2","13.9"
"37243",45,10,11,2011,2011-11-10,"0.4","10.2","12.1","13.9"
"37244",45,11,11,2011,2011-11-11,"10.1","11.8","13.1","14.3"
"37245",45,12,11,2011,2011-11-12,"0.1","8.2","11.1","13.9"
"37246",45,13,11,2011,2011-11-13,"0","12.6","13.4","14.3"
"37247",45,14,11,2011,2011-11-14,"0","10.4","11.6","12.7"
"37248",45,15,11,2011,2011-11-15,"0","8.6","10","11.4"
"37249",45,16,11,2011,2011-11-16,"15.4","8.3","10.4","12.5"
"37250",45,17,11,2011,2011-11-17,"3.7","7.2","10.1","13"
"37251",45,18,11,2011,2011-11-18,"1.8","12.3","12.9","13.4"
"37252",45,19,11,2011,2011-11-19,"0","11.3","12.3","13.3"
"37253",45,20,11,2011,2011-11-20,"0","10.9","11.9","13"
"37254",45,21,11,2011,2011-11-21,"0","7.6","10.3","13"
"37255",45,22,11,2011,2011-11-22,"0","3.7","7.3","11"
"37256",45,23,11,2011,2011-11-23,"0","10.8","11.7","12.7"
"37257",45,24,11,2011,2011-11-24,"4.1","9.7","11.4","13.1"
"37258",45,25,11,2011,2011-11-25,"0","5.7","8.1","10.4"
"37259",45,26,11,2011,2011-11-26,"1.5","9.5","11.2","12.9"
"37260",45,27,11,2011,2011-11-27,"0.2","3.8","8.5","13.2"
"37261",45,28,11,2011,2011-11-28,"1.4","6.9","9.8","12.7"
"37262",45,29,11,2011,2011-11-29,"11.9","5.2","8.9","12.6"
"37263",45,30,11,2011,2011-11-30,"6.2","6.2","8.8","11.4"
"37264",45,1,12,2011,2011-12-01,"0.1","2.3","5","7.8"
"37265",45,2,12,2011,2011-12-02,"7.8","0.9","5.7","10.5"
"37266",45,3,12,2011,2011-12-03,"0.8","6.5","8.5","10.5"
"37267",45,4,12,2011,2011-12-04,"0.9","2.1","4.8","7.4"
"37268",45,5,12,2011,2011-12-05,"0.4","1.3","3.6","5.8"
"37269",45,6,12,2011,2011-12-06,"0.2","2","4.9","7.8"
"37270",45,7,12,2011,2011-12-07,"0.4","3.6","5.9","8.1"
"37271",45,8,12,2011,2011-12-08,"3.6","3","7.4","11.7"
"37272",45,9,12,2011,2011-12-09,"0.1","1.1","3.3","5.6"
"37273",45,10,12,2011,2011-12-10,"0.6","1.1","4.9","8.7"
"37274",45,11,12,2011,2011-12-11,"4.9","1.7","5.6","9.6"
"37275",45,12,12,2011,2011-12-12,"15.5","2.7","6.7","10.7"
"37276",45,13,12,2011,2011-12-13,"1.5","2","4.1","6.2"
"37277",45,14,12,2011,2011-12-14,"5.6","1","3.8","6.7"
"37278",45,15,12,2011,2011-12-15,"2","2.5","4.4","6.3"
"37279",45,16,12,2011,2011-12-16,"0","0.2","2.7","5.2"
"37280",45,17,12,2011,2011-12-17,"0","0.2","2.9","5.6"
"37281",45,18,12,2011,2011-12-18,"0","1.2","3.1","5"
"37282",45,19,12,2011,2011-12-19,"9.6","3.9","7.3","10.7"
"37283",45,20,12,2011,2011-12-20,"3.8","5.1","8.3","11.4"
"37284",45,21,12,2011,2011-12-21,"0.1","7.7","10","12.4"
"37285",45,22,12,2011,2011-12-22,"0.5","7.1","8.9","10.7"
"37286",45,23,12,2011,2011-12-23,"11.5","2.3","6.5","10.7"
"37287",45,24,12,2011,2011-12-24,"0.6","1.2","5.6","9.9"
"37288",45,25,12,2011,2011-12-25,"0.5","9.6","10.4","11.2"
"37289",45,26,12,2011,2011-12-26,"0.1","9.2","10.2","11.3"
"37290",45,27,12,2011,2011-12-27,"4.7","8.9","9.6","10.3"
"37291",45,28,12,2011,2011-12-28,"4.6","3.5","6.7","9.9"
"37292",45,29,12,2011,2011-12-29,"0.3","4.2","7.3","10.4"
"37293",45,30,12,2011,2011-12-30,"3.1","7.6","9.3","11"
"37294",45,31,12,2011,2011-12-31,"0","9.8","10.4","11.1"
"37295",46,1,1,2007,2007-01-01,"0.3","3.9","6","8.1"
"37296",46,2,1,2007,2007-01-02,"0.3","5.1","7.4","9.8"
"37297",46,3,1,2007,2007-01-03,"2.9","8.4","9.9","11.4"
"37298",46,4,1,2007,2007-01-04,"0.5","7.4","8.7","10"
"37299",46,5,1,2007,2007-01-05,"0.7","5.2","7.9","10.5"
"37300",46,6,1,2007,2007-01-06,"3.9","7.1","8.7","10.2"
"37301",46,7,1,2007,2007-01-07,"4.7","5.1","7.8","10.5"
"37302",46,8,1,2007,2007-01-08,"4.2","5.1","8.4","11.7"
"37303",46,9,1,2007,2007-01-09,"2.4","9.2","10.3","11.5"
"37304",46,10,1,2007,2007-01-10,"1.7","3.2","6.7","10.2"
"37305",46,11,1,2007,2007-01-11,"2","7.7","9.9","12"
"37306",46,12,1,2007,2007-01-12,"0.1","8.7","10.1","11.5"
"37307",46,13,1,2007,2007-01-13,"2","4.5","7.7","10.9"
"37308",46,14,1,2007,2007-01-14,"0","3.6","6.9","10.1"
"37309",46,15,1,2007,2007-01-15,"3.3","7.5","9.1","10.7"
"37310",46,16,1,2007,2007-01-16,"5.2","4.1","7.1","10.2"
"37311",46,17,1,2007,2007-01-17,"7.4","5.4","7.8","10.3"
"37312",46,18,1,2007,2007-01-18,"8","6.8","9.3","11.9"
"37313",46,19,1,2007,2007-01-19,"0.4","7.2","9.3","11.5"
"37314",46,20,1,2007,2007-01-20,"0.4","4.1","7.2","10.4"
"37315",46,21,1,2007,2007-01-21,"0.7","2.4","5.1","7.7"
"37316",46,22,1,2007,2007-01-22,"8.7","0.5","3.9","7.2"
"37317",46,23,1,2007,2007-01-23,"0","-0.4","2.1","4.5"
"37318",46,24,1,2007,2007-01-24,"0.3","3.3","4.9","6.5"
"37319",46,25,1,2007,2007-01-25,"0.3","0.7","4","7.3"
"37320",46,26,1,2007,2007-01-26,"0","1.1","4.9","8.7"
"37321",46,27,1,2007,2007-01-27,"0","4.9","6.2","7.6"
"37322",46,28,1,2007,2007-01-28,"0","4.8","7","9.2"
"37323",46,29,1,2007,2007-01-29,"0","5.8","7.2","8.6"
"37324",46,30,1,2007,2007-01-30,"0","3.7","5.6","7.4"
"37325",46,31,1,2007,2007-01-31,"0","6.2","8.9","11.6"
"37326",46,1,2,2007,2007-02-01,"0","6.8","8.3","9.9"
"37327",46,2,2,2007,2007-02-02,"0","3.4","6.8","10.1"
"37328",46,3,2,2007,2007-02-03,"0.2","3.1","6.1","9.1"
"37329",46,4,2,2007,2007-02-04,"0.4","2.3","5.7","9.2"
"37330",46,5,2,2007,2007-02-05,"0","0.8","3.5","6.2"
"37331",46,6,2,2007,2007-02-06,"0","-0.4","2.6","5.6"
"37332",46,7,2,2007,2007-02-07,"7.3","-0.7","2","4.8"
"37333",46,8,2,2007,2007-02-08,"11.2","-0.2","3.5","7.1"
"37334",46,9,2,2007,2007-02-09,"0","-0.2","3.5","7.1"
"37335",46,10,2,2007,2007-02-10,"4.3","3.7","6.5","9.3"
"37336",46,11,2,2007,2007-02-11,"6.1","4.4","7.3","10.3"
"37337",46,12,2,2007,2007-02-12,"0.6","5.5","7.8","10.1"
"37338",46,13,2,2007,2007-02-13,"7.2","1.6","5.4","9.3"
"37339",46,14,2,2007,2007-02-14,"0.2","2.9","6.2","9.5"
"37340",46,15,2,2007,2007-02-15,"10.4","8.1","9.4","10.8"
"37341",46,16,2,2007,2007-02-16,"0","6","7.9","9.8"
"37342",46,17,2,2007,2007-02-17,"0.1","3.8","7","10.2"
"37343",46,18,2,2007,2007-02-18,"0.1","2.4","5.6","8.8"
"37344",46,19,2,2007,2007-02-19,"18.6","8.1","9","9.9"
"37345",46,20,2,2007,2007-02-20,"1.4","4","7.8","11.5"
"37346",46,21,2,2007,2007-02-21,"10.7","3.7","6.8","9.9"
"37347",46,22,2,2007,2007-02-22,"3","8.3","10.1","11.8"
"37348",46,23,2,2007,2007-02-23,"5.6","8.3","9.2","10"
"37349",46,24,2,2007,2007-02-24,"3.4","4.9","8","11"
"37350",46,25,2,2007,2007-02-25,"0.1","5.8","8.7","11.7"
"37351",46,26,2,2007,2007-02-26,"3.3","4.2","7.5","10.8"
"37352",46,27,2,2007,2007-02-27,"1.7","8.6","10.2","11.8"
"37353",46,28,2,2007,2007-02-28,"2","4.9","7.7","10.6"
"37354",46,1,3,2007,2007-03-01,"0","3.3","6.8","10.4"
"37355",46,2,3,2007,2007-03-02,"14.1","0.9","4.9","8.8"
"37356",46,3,3,2007,2007-03-03,"0.5","3.4","7.1","10.8"
"37357",46,4,3,2007,2007-03-04,"13.8","4.8","7.8","10.9"
"37358",46,5,3,2007,2007-03-05,"12","3.8","7.1","10.4"
"37359",46,6,3,2007,2007-03-06,"1.2","4","7.1","10.3"
"37360",46,7,3,2007,2007-03-07,"0.3","1.4","5.9","10.4"
"37361",46,8,3,2007,2007-03-08,"6.8","2.9","6.3","9.8"
"37362",46,9,3,2007,2007-03-09,"0","3.9","7.8","11.8"
"37363",46,10,3,2007,2007-03-10,"0","6.3","8.9","11.5"
"37364",46,11,3,2007,2007-03-11,"0","9.1","9.6","10.1"
"37365",46,12,3,2007,2007-03-12,"0.2","4.2","8.2","12.2"
"37366",46,13,3,2007,2007-03-13,"0.2","4.1","8.2","12.4"
"37367",46,14,3,2007,2007-03-14,"0","3","7.5","12.1"
"37368",46,15,3,2007,2007-03-15,"0.4","4.4","7.7","10.9"
"37369",46,16,3,2007,2007-03-16,"0","3.2","6.7","10.3"
"37370",46,17,3,2007,2007-03-17,"0","9.4","11.2","13.1"
"37371",46,18,3,2007,2007-03-18,"2.3","1.3","6.3","11.3"
"37372",46,19,3,2007,2007-03-19,"1.2","1.3","4.2","7.2"
"37373",46,20,3,2007,2007-03-20,"0","1.2","4.1","7.1"
"37374",46,21,3,2007,2007-03-21,"3.4","0.3","3.8","7.3"
"37375",46,22,3,2007,2007-03-22,"0.1","7.1","9.5","12"
"37376",46,23,3,2007,2007-03-23,"0","4.2","7.1","10"
"37377",46,24,3,2007,2007-03-24,"0.1","3.6","6.5","9.4"
"37378",46,25,3,2007,2007-03-25,"0","3.5","6.7","9.9"
"37379",46,26,3,2007,2007-03-26,"0.1","5.6","8","10.4"
"37380",46,27,3,2007,2007-03-27,"0","4.8","8.6","12.3"
"37381",46,28,3,2007,2007-03-28,"0.6","3.9","7.4","10.9"
"37382",46,29,3,2007,2007-03-29,"3","2.3","5.4","8.5"
"37383",46,30,3,2007,2007-03-30,"0","5.9","7.7","9.5"
"37384",46,31,3,2007,2007-03-31,"0","7.2","9.3","11.4"
"37385",46,1,4,2007,2007-04-01,"0","5.5","8.2","10.8"
"37386",46,2,4,2007,2007-04-02,"0","6.6","9.7","12.8"
"37387",46,3,4,2007,2007-04-03,"0","6","8.3","10.6"
"37388",46,4,4,2007,2007-04-04,"0","2.7","7.2","11.7"
"37389",46,5,4,2007,2007-04-05,"0","4.2","9.8","15.3"
"37390",46,6,4,2007,2007-04-06,"0","4.9","8.2","11.6"
"37391",46,7,4,2007,2007-04-07,"0","5.2","9","12.8"
"37392",46,8,4,2007,2007-04-08,"0","5.1","10","14.8"
"37393",46,9,4,2007,2007-04-09,"0","6.1","10.3","14.5"
"37394",46,10,4,2007,2007-04-10,"0","7.9","11.9","15.8"
"37395",46,11,4,2007,2007-04-11,"0","5.7","10.2","14.7"
"37396",46,12,4,2007,2007-04-12,"0","6.4","11.9","17.5"
"37397",46,13,4,2007,2007-04-13,"0","7.4","10.9","14.5"
"37398",46,14,4,2007,2007-04-14,"0","9.5","13","16.5"
"37399",46,15,4,2007,2007-04-15,"0.1","11.3","13.1","15"
"37400",46,16,4,2007,2007-04-16,"0.5","5.3","9.2","13.1"
"37401",46,17,4,2007,2007-04-17,"0","5.6","9.7","13.7"
"37402",46,18,4,2007,2007-04-18,"0","5.8","9.4","12.9"
"37403",46,19,4,2007,2007-04-19,"0.1","5.7","11.2","16.8"
"37404",46,20,4,2007,2007-04-20,"0","5.5","10.6","15.6"
"37405",46,21,4,2007,2007-04-21,"0","9.2","12.3","15.3"
"37406",46,22,4,2007,2007-04-22,"3.9","11.5","12.3","13.1"
"37407",46,23,4,2007,2007-04-23,"16.9","11.9","12.6","13.2"
"37408",46,24,4,2007,2007-04-24,"7.1","10.6","12","13.3"
"37409",46,25,4,2007,2007-04-25,"0.7","8.2","11.8","15.5"
"37410",46,26,4,2007,2007-04-26,"0","6.4","10.1","13.9"
"37411",46,27,4,2007,2007-04-27,"0","8.6","11","13.4"
"37412",46,28,4,2007,2007-04-28,"0","10.3","13.2","16"
"37413",46,29,4,2007,2007-04-29,"0.7","9.8","12.1","14.3"
"37414",46,30,4,2007,2007-04-30,"4.7","10.4","12.5","14.6"
"37415",46,1,5,2007,2007-05-01,"0","9.7","13.3","16.9"
"37416",46,2,5,2007,2007-05-02,"0","9.9","13","16.1"
"37417",46,3,5,2007,2007-05-03,"0","9.1","13","16.9"
"37418",46,4,5,2007,2007-05-04,"0","7.9","11.6","15.2"
"37419",46,5,5,2007,2007-05-05,"0","5.5","10.7","15.9"
"37420",46,6,5,2007,2007-05-06,"3.9","10.9","12.4","13.8"
"37421",46,7,5,2007,2007-05-07,"1.6","9.2","12.8","16.5"
"37422",46,8,5,2007,2007-05-08,"2","8.1","11.7","15.3"
"37423",46,9,5,2007,2007-05-09,"2.8","8.1","10.4","12.8"
"37424",46,10,5,2007,2007-05-10,"0","9.7","12","14.4"
"37425",46,11,5,2007,2007-05-11,"9.3","7.3","10.3","13.3"
"37426",46,12,5,2007,2007-05-12,"0","7.6","11","14.4"
"37427",46,13,5,2007,2007-05-13,"12.4","8.8","9.9","11"
"37428",46,14,5,2007,2007-05-14,"2.9","6.6","11","15.4"
"37429",46,15,5,2007,2007-05-15,"2.4","10.3","12.7","15.1"
"37430",46,16,5,2007,2007-05-16,"0.7","9.8","13.7","17.5"
"37431",46,17,5,2007,2007-05-17,"0","11.9","17.7","23.6"
"37432",46,18,5,2007,2007-05-18,"0.4","9.6","11.9","14.3"
"37433",46,19,5,2007,2007-05-19,"0","6.6","10.7","14.8"
"37434",46,20,5,2007,2007-05-20,"0","5.2","9.7","14.3"
"37435",46,21,5,2007,2007-05-21,"0","6.9","11.7","16.5"
"37436",46,22,5,2007,2007-05-22,"0","7.9","12.6","17.3"
"37437",46,23,5,2007,2007-05-23,"0","11","15.6","20.2"
"37438",46,24,5,2007,2007-05-24,"0","13.2","15.2","17.3"
"37439",46,25,5,2007,2007-05-25,"0","7.2","11.5","15.8"
"37440",46,26,5,2007,2007-05-26,"2.1","4.6","8.7","12.9"
"37441",46,27,5,2007,2007-05-27,"6","6.8","10","13.2"
"37442",46,28,5,2007,2007-05-28,"0.9","5.7","9","12.4"
"37443",46,29,5,2007,2007-05-29,"0","5.3","10","14.8"
"37444",46,30,5,2007,2007-05-30,"6.8","7","10.8","14.6"
"37445",46,31,5,2007,2007-05-31,"0.3","8.8","12.9","17"
"37446",46,1,6,2007,2007-06-01,"0","8.3","12.4","16.5"
"37447",46,2,6,2007,2007-06-02,"4.5","12.5","13.1","13.7"
"37448",46,3,6,2007,2007-06-03,"31.9","11.7","14.1","16.5"
"37449",46,4,6,2007,2007-06-04,"0.1","8.9","12.6","16.3"
"37450",46,5,6,2007,2007-06-05,"0","10.8","14.3","17.7"
"37451",46,6,6,2007,2007-06-06,"0","10.1","13.4","16.7"
"37452",46,7,6,2007,2007-06-07,"0","9.8","13","16.2"
"37453",46,8,6,2007,2007-06-08,"0","10.4","15.2","20"
"37454",46,9,6,2007,2007-06-09,"0","9.3","13.8","18.2"
"37455",46,10,6,2007,2007-06-10,"0","11.4","15.9","20.5"
"37456",46,11,6,2007,2007-06-11,"0","13.4","16.4","19.3"
"37457",46,12,6,2007,2007-06-12,"0","13.5","15.9","18.4"
"37458",46,13,6,2007,2007-06-13,"5.8","11.5","14.9","18.2"
"37459",46,14,6,2007,2007-06-14,"7.5","11.1","13.8","16.6"
"37460",46,15,6,2007,2007-06-15,"22","11","14","17"
"37461",46,16,6,2007,2007-06-16,"0.2","10.4","12.8","15.1"
"37462",46,17,6,2007,2007-06-17,"0","10.8","13.6","16.4"
"37463",46,18,6,2007,2007-06-18,"0.7","12.3","14.9","17.5"
"37464",46,19,6,2007,2007-06-19,"19.5","12.8","14.2","15.6"
"37465",46,20,6,2007,2007-06-20,"3.5","12.8","14.9","17"
"37466",46,21,6,2007,2007-06-21,"10.8","12.4","14.1","15.8"
"37467",46,22,6,2007,2007-06-22,"11.5","12.7","15.4","18.1"
"37468",46,23,6,2007,2007-06-23,"0","10.8","13.7","16.5"
"37469",46,24,6,2007,2007-06-24,"6.6","9.9","12.3","14.7"
"37470",46,25,6,2007,2007-06-25,"3.4","10.5","13.6","16.7"
"37471",46,26,6,2007,2007-06-26,"0.1","8.9","12.6","16.3"
"37472",46,27,6,2007,2007-06-27,"0.7","8.8","13","17.1"
"37473",46,28,6,2007,2007-06-28,"2.8","8.1","11.6","15.2"
"37474",46,29,6,2007,2007-06-29,"1.3","12.4","15.7","19"
"37475",46,30,6,2007,2007-06-30,"12.7","13.3","15.4","17.5"
"37476",46,1,7,2007,2007-07-01,"9.8","13.2","15.3","17.4"
"37477",46,2,7,2007,2007-07-02,"0.5","12.1","15","17.9"
"37478",46,3,7,2007,2007-07-03,"5.9","11.6","14.2","16.9"
"37479",46,4,7,2007,2007-07-04,"0","10.5","14.7","18.8"
"37480",46,5,7,2007,2007-07-05,"2.5","12","14.3","16.5"
"37481",46,6,7,2007,2007-07-06,"0.1","11.2","15.1","19"
"37482",46,7,7,2007,2007-07-07,"1.8","8.1","12.6","17"
"37483",46,8,7,2007,2007-07-08,"1.7","9.6","13.7","17.7"
"37484",46,9,7,2007,2007-07-09,"2","10.3","13.3","16.3"
"37485",46,10,7,2007,2007-07-10,"0.2","11.4","14.9","18.3"
"37486",46,11,7,2007,2007-07-11,"1.6","10.4","14.1","17.9"
"37487",46,12,7,2007,2007-07-12,"0","14.2","17.9","21.7"
"37488",46,13,7,2007,2007-07-13,"21.7","11.4","13.6","15.9"
"37489",46,14,7,2007,2007-07-14,"0","","","18"
"37490",46,15,7,2007,2007-07-15,"5.8","12.2","14.2","16.2"
"37491",46,16,7,2007,2007-07-16,"0","13.6","15.9","18.2"
"37492",46,17,7,2007,2007-07-17,"0","13.1","16","18.9"
"37493",46,18,7,2007,2007-07-18,"0","8.8","13.6","18.5"
"37494",46,19,7,2007,2007-07-19,"0","10.1","14.8","19.5"
"37495",46,20,7,2007,2007-07-20,"5.8","11.7","13.6","15.6"
